CpG_ID,T1A_detection_Pvalue,T1B_detection_Pvalue,T2A_detection_Pvalue,T2B_detection_Pvalue,T3A_detection_Pvalue,T3B_detection_Pvalue,T4A_detection_Pvalue,T4B_detection_Pvalue,T5A_detection_Pvalue,T5B_detection_Pvalue,T6A_detection_Pvalue,T6B_detection_Pvalue,T7A_detection_Pvalue,T7B_detection_Pvalue,T8A_detection_Pvalue,T8B_detection_Pvalue,T9A_detection_Pvalue,T9B_detection_Pvalue,T10A_detection_Pvalue,T10B_detection_Pvalue,T11A_detection_Pvalue,T11B_detection_Pvalue,T12A_detection_Pvalue,T12B_detection_Pvalue,T13A_detection_Pvalue,T13B_detection_Pvalue,T14A_detection_Pvalue,T14B_detection_Pvalue,T15A_detection_Pvalue,T15B_detection_Pvalue,T16A_detection_Pvalue,T16B_detection_Pvalue,T17A_detection_Pvalue,T17B_detection_Pvalue,T18A_detection_Pvalue,T18B_detection_Pvalue,T19A_detection_Pvalue,T19B_detection_Pvalue,T20A_detection_Pvalue,T20B_detection_Pvalue,T21A_detection_Pvalue,T21B_detection_Pvalue,T22A_detection_Pvalue,T22B_detection_Pvalue,T23A_detection_Pvalue,T23B_detection_Pvalue,T24A_detection_Pvalue,T24B_detection_Pvalue,T25A_detection_Pvalue,T25B_detection_Pvalue,T26A_detection_Pvalue,T26B_detection_Pvalue,T27A_detection_Pvalue,T27B_detection_Pvalue,T28A_detection_Pvalue,T28B_detection_Pvalue,T29A_detection_Pvalue,T29B_detection_Pvalue,T30A_detection_Pvalue,T30B_detection_Pvalue,T31A_detection_Pvalue,T31B_detection_Pvalue,T32A_detection_Pvalue,T32B_detection_Pvalue,T33A_detection_Pvalue,T33B_detection_Pvalue,T34A_detection_Pvalue,T34B_detection_Pvalue,T35A_detection_Pvalue,T35B_detection_Pvalue,T36A_detection_Pvalue,T36B_detection_Pvalue,T37A_detection_Pvalue,T37B_detection_Pvalue,T38A_detection_Pvalue,T38B_detection_Pvalue,T39A_detection_Pvalue,T39B_detection_Pvalue,T40A_detection_Pvalue,T40B_detection_Pvalue,T41A_detection_Pvalue,T41B_detection_Pvalue,T42A_detection_Pvalue,T42B_detection_Pvalue,T43A_detection_Pvalue,T43B_detection_Pvalue,T44A_detection_Pvalue,T44B_detection_Pvalue,T45A_detection_Pvalue,T45B_detection_Pvalue,T46A_detection_Pvalue,T46B_detection_Pvalue,T47A_detection_Pvalue,T47B_detection_Pvalue,T48A_detection_Pvalue,T48B_detection_Pvalue
cg00002224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2e-15,0.0,1.0964629427365799e-156,0.0,1.09853054500449e-233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.736822775494589e-140,2.82125731208685e-225,0.0,1.04044164077006e-303,6.04175728697837e-174,0.0,5.27346332344106e-190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4335073525496303e-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8280517663819202e-281,0.0,0.0,0.0722502446251246,0.0,0.0,7.38839e-11,0.0,0.0034882593168945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51924193381951e-295,0.0,0.0,0.0,0.0,0.0,9.482201686714579e-122,4.6178550053733395e-287,7.44149669066116e-266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90112507338965e-266,0.0,1.7643905382302102e-203,0.0,0.0,0.0,0.0,2.646670783e-06,0.0,0.0,3.1053276286e-06,0.0,8.09227955002e-05,0.0,0.0,0.0,0.0,3.37928247827914e-262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2109546847810999e-289,1.45047236329149e-212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0356614497679699e-174,1.392794090207e-174,4.91083548395183e-184,2.3759511530205e-255,9.39750537569058e-116,9.351785661721929e-234,1.6143431714431602e-210,5.3572847135537795e-229,0.0
cg00002398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63323860655516e-212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18621502001966e-300,0.0,0.0,1.9022558e-08,0.0,0.0,0.0,0.0,0.0003401038052657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09023378292468e-106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1124408762930197e-273,0.0,1.6e-15,0.0,7.3095238904697e-251,0.0,2.37973474062445e-236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002444,0.0,0.0,0.0,8.200013513736039e-107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35747145538098e-180,0.0,8.9668309554559e-158,0.0,0.0,0.0,4.89928045430934e-118,0.0,0.0,5.6553113959898594e-114,1.55839137495475e-169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010664100304389,1.5867901e-09,1.17719e-11,2.50455801e-08,0.0002092726444077,1.727021e-10,6.3532141013e-06,0.0,3.70638106666e-05,0.0,0.0,0.0,7.45617339891174e-136,0.0,9.50332385591079e-134,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-15,2.608e-13,9.205e-13,2.027e-13,8.75548e-11,0.00023552377237,0.0337067230429884,4.0372423e-09,5.97896292e-07,2.999775072e-07,3.51355e-11,0.0215122394325532,0.0,1.23871403697187e-109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9152864547394497e-122,0.0,0.0,0.0,0.0,7.00899487697313e-132,0.0,0.0,0.0,5.51880665209274e-112,0.0,2.6231883e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5240754657e-06
cg00002449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02125454297994e-162,1.3307423076729e-276,3e-16,2.9691436433906102e-196,3.08756612055089e-159,8.200013513736039e-107,2.19101609520264e-166,1.87e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70660604905427e-107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002473,4.89814714096267e-171,1.9793231305907898e-207,1.94988345071843e-303,0.0,3.33814724166621e-181,0.0,5.654000109545279e-278,9.914570527543371e-145,0.0,8.10587621030516e-233,4.70360267548173e-261,0.0,0.0,3.93971009570741e-208,1.35073806377966e-253,5.4288928344744696e-158,4.22361850795827e-184,1.09796023078832e-245,1.3612427405883802e-144,2.1923876438322e-109,1.61570456427593e-294,0.0,0.0,0.0,0.0,2.82021059380436e-138,3.14745665604607e-106,5.530416861065691e-152,2.3936096286362802e-200,1.08398267513434e-254,8.755693116505309e-114,0.0,7.87445955392931e-119,9.19454720208368e-164,8.67726507331929e-110,0.0,0.0,0.0,1.2823415337884001e-137,0.0009057305439956,0.0,8.69517326851049e-161,3.12532507061143e-194,1.7520329054646e-187,2.6459491411930103e-120,0.0,3.29203870927652e-291,4.38319841230398e-282,5.45305886663952e-135,8.23535259217996e-118,4.42116549850833e-107,0.0,0.0,4.24178361859018e-106,1.39153621452797e-106,0.0,3.47828879833e-05,6.77619610682e-05,0.158954232798927,8.5445851865e-06,1.9304423e-08,1.0481168875e-06,1.46295778e-08,0.0341045310405153,1.13910775044784e-229,0.0,2.87714187381079e-181,0.0,3.14960955181195e-142,7.167487556460679e-244,6.75937812336349e-224,1.2424591266572101e-196,1.43390905045436e-128,0.0,9.32378883826452e-144,2.02964916596947e-117,5.33003050231787e-175,0.0,9.431352115251081e-109,1.3606541701830499e-114,0.0,0.0,3.07994473914055e-246,4.21708246100095e-281,0.0,1.61259742535072e-209,3.64354038343498e-267,0.0,0.0,5.05237261355338e-139,0.0,0.0,3.28509851267584e-153,0.0,0.0,0.0
cg00002490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83239621562948e-144,0.0,0.0,0.0,0.0,5.99229059312747e-154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52097593264924e-290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42794041317049e-298,0.0,0.0,0.0,0.0,0.0,2.22557500959896e-264,0.0,9.719455193550031e-155,0.0,0.0,0.0,7.94171938902624e-274,1.67275761154031e-237,0.0,1.3581131875299999e-254,8.51145346315394e-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7923800203156101e-239,1.00024538523872e-271,4.79021478119025e-163,1.30609587589571e-176,6.10871442021185e-136,0.0,1.43327309985217e-297,1.282761e-08,1.81903910884792e-187,2.03645224664954e-134,0.0,0.0,8.94201275144e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002593,0.0,0.0,0.0,0.0,2.2126710008921797e-292,0.0,1.83467581103906e-181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65431998581455e-294,0.0,2.5212576143228897e-179,0.0,0.0,0.0,7.37833536454161e-181,0.0,5.41558250310136e-229,2.95229898077709e-295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31608472631417e-286,0.0,2.65757611605059e-192,0.0,0.0,3.72282934749597e-116,4.5807216736e-06,9.16337445163002e-287,5.1693873880551e-167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002597,0.0,0.0,9.70708099537082e-174,4.14106832577384e-170,6.49900856170046e-123,2.27882041310565e-241,1.04822716101523e-244,3.00039696549946e-129,0.0,1.2931511517621401e-113,3.0791728847669e-233,7.169101810650649e-255,0.0,1.29081330910979e-227,9.11686976531894e-193,1.25667329324684e-140,1.30261311816539e-146,1.24242297960253e-165,3.02612646914925e-124,0.0,1.35154852769103e-218,5.6036066428798305e-245,1.50638762114466e-221,0.0,0.0,0.0,7.18577942604043e-109,2.155256000388e-108,5.52583252902921e-134,1.13723361212556e-109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.298e-13,0.0,3.51340185278346e-129,6.15426488922586e-115,0.0,1.8969834700804702e-132,1.55406523377205e-197,4.3580355292776695e-202,2.59359854704767e-206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3193548366e-05,2.329726e-10,0.461251097569387,1.4997905015e-06,0.0006027921291933,0.0109162734251001,6.093086406e-07,0.152864103082207,5.77664511648861e-165,8.34570653614562e-204,2.09128650113336e-174,5.32602698823846e-218,0.0,6.92068699622873e-159,1.94898327799008e-142,1.43155975062373e-125,0.0,0.0,0.0,0.0,1.61630924656939e-144,0.0,0.0,0.0,2.1382794077047e-154,1.66247440305516e-261,1.2808620353074e-167,3.73190490724922e-168,6.70502812172893e-181,2.9782740212871e-183,0.0,0.0,6.856533037642541e-117,2.2775731972305e-120,1.19440243779675e-110,0.0,1.3368629590676099e-164,0.0,0.0,0.0
cg00002646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74997305579491e-119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5115769585833698e-273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.740090562201099e-247,0.0,0.0,0.0,1.40903861553923e-271,1.9659345052408698e-250,0.0,8.19308755546748e-251,1.95152675949866e-165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.069812430662e-264,0.0,0.0,0.0053050854038969,0.0,0.0,2.1e-14,0.0,8.09227955002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.497927835158599e-277,7.09216769544008e-295,0.0,0.0,0.0,3.1523876098466696e-216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.854069587283141e-281,0.0,1.1463213570102802e-201,0.0,0.0,0.0,0.0,0.03062323909177,0.0,0.0,0.0001992490194101,0.0,0.0116939404428703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1455787915505101e-181,0.0,1.30253280277869e-192,0.0,3.28608296111336e-154
cg00002743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07045539543942e-206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21211254841365e-135,0.0,0.0,0.0,0.0,3.13609305773197e-222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002749,1.19408319407459e-227,1.15125048159784e-170,4.1133773833413105e-301,6.30887940400979e-255,5.69741509126888e-180,0.0,0.0,3.09519103468965e-272,0.0,1.12026109943794e-162,2.71675547414356e-108,0.0,0.0,4.32315987722072e-292,0.0,4.1867217868405e-140,2.69232278778915e-133,1.4407841599840801e-173,1.88764327218452e-141,1.09873513967189e-117,0.0,5.249617935488299e-178,1.97346721929714e-210,8.38386721872051e-143,0.0,4.89928045430894e-118,0.0,0.0,1.17511443226945e-130,1.5376983300154498e-179,0.0,0.0,3.22672455682847e-106,0.0,0.0,0.0,0.0,0.0,3.80710744893585e-172,3.148086e-10,0.0,1.1771295467993402e-260,1.4847130330751199e-176,1.81903910884792e-187,3.85244618710975e-179,7.64039755114074e-256,1.05775983678022e-261,6.849872921068029e-232,1.14206343324461e-136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882e-13,0.205528314223471,3.67422007e-08,2.2044908e-09,0.0304937929924477,0.0,0.164962630444107,7.96568768494219e-159,1.15224743297368e-157,1.51933831297799e-178,0.0,0.0,0.0,4.45844481405343e-243,3.96594806546288e-183,1.77007419102271e-113,1.9034620374026502e-110,0.0,0.0,3.88761935487934e-250,0.0,0.0,0.0,2.12017523750312e-204,0.0,7.2256700928121e-143,0.0,0.0,1.3179500483822499e-272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9e-15
cg00002769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32456025326108e-201,0.0,0.0,0.0,0.0,5.94557741035196e-172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cg00002780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19122155433986e-167,0.0,0.0,0.0,0.0,1.7086529884843699e-137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
